,A-14-11,A-14-12,A-14-13,A-16-11,A-16-12,A-16-13,A-18-11,A-18-12,A-18-13,A-20-11,A-20-12,A-20-13,A-22-11,A-22-12,A-22-13,A-24-11,A-24-12,A-24-13,B-13-11,B-13-12,B-13-13,B-14-11,B-14-12,B-14-13,B-15-11,B-15-12,B-15-13,B-16-11,B-16-12,B-16-13,B-17-11,B-17-12,B-17-13,B-18-11,B-18-12,B-18-13,B-19-11,B-19-12,B-19-13,B-20-11,B-20-12,B-20-13,B-21-11,B-21-12,B-21-13,B-22-11,B-22-12,B-22-13,B-23-11,B-23-12,B-23-13,B-24-11,B-24-12,B-24-13,C-13-11,C-13-12,C-13-13,C-14-11,C-14-12,C-14-13,C-15-11,C-15-12,C-15-13,C-16-11,C-16-12,C-16-13,C-17-11,C-17-12,C-17-13,C-18-11,C-18-12,C-18-13,C-19-11,C-19-12,C-19-13,C-20-11,C-20-12,C-20-13,C-21-11,C-21-12,C-21-13,C-22-11,C-22-12,C-22-13,C-23-11,C-23-12,C-23-13,C-24-11,C-24-12,C-24-13,D-13-11,D-13-12,D-13-13,D-14-11,D-14-12,D-14-13,D-15-11,D-15-12,D-15-13,D-16-11,D-16-12,D-16-13,D-17-11,D-17-12,D-17-13,D-18-11,D-18-12,D-18-13,D-19-11,D-19-12,D-19-13,D-20-11,D-20-12,D-20-13,D-21-11,D-21-12,D-21-13,D-22-11,D-22-12,D-22-13,D-23-11,D-23-12,D-23-13,D-24-11,D-24-12,D-24-13,E-13-11,E-13-12,E-13-13,E-14-11,E-14-12,E-14-13,E-15-11,E-15-12,E-15-13,E-16-11,E-16-12,E-16-13,E-17-11,E-17-12,E-17-13,E-18-11,E-18-12,E-18-13,E-19-11,E-19-12,E-19-13,E-20-11,E-20-12,E-20-13,E-21-11,E-21-12,E-21-13,E-22-11,E-22-12,E-22-13,E-23-11,E-23-12,E-23-13,E-24-11,E-24-12,E-24-13,F-13-11,F-13-12,F-13-13,F-14-11,F-14-12,F-14-13,F-15-11,F-15-12,F-15-13,F-16-11,F-16-12,F-16-13,F-17-11,F-17-12,F-17-13,F-18-11,F-18-12,F-18-13,F-19-11,F-19-12,F-19-13,F-20-11,F-20-12,F-20-13,F-21-11,F-21-12,F-21-13,F-22-11,F-22-12,F-22-13,F-23-11,F-23-12,F-23-13,F-24-11,F-24-12,F-24-13,G-13-11,G-13-12,G-13-13,G-15-11,G-15-12,G-15-13,G-17-11,G-17-12,G-17-13,G-19-11,G-19-12,G-19-13,G-21-11,G-21-12,G-21-13,G-23-11,G-23-12,G-23-13,H-02-11,H-02-12,H-02-13,H-04-11,H-04-12,H-04-13,H-06-11,H-06-12,H-06-13,H-08-11,H-08-12,H-08-13,H-10-11,H-10-12,H-10-13,H-14-11,H-14-12,H-14-13,H-16-11,H-16-12,H-16-13,H-18-11,H-18-12,H-18-13,H-20-11,H-20-12,H-20-13,H-22-11,H-22-12,H-22-13,H-24-11,H-24-12,H-24-13,I-01-11,I-01-12,I-01-13,I-02-11,I-02-12,I-02-13,I-03-11,I-03-12,I-03-13,I-04-11,I-04-12,I-04-13,I-05-11,I-05-12,I-05-13,I-06-11,I-06-12,I-06-13,I-07-11,I-07-12,I-07-13,I-08-11,I-08-12,I-08-13,I-09-11,I-09-12,I-09-13,I-10-11,I-10-12,I-10-13,I-13-11,I-13-12,I-13-13,I-14-11,I-14-12,I-14-13,I-15-11,I-15-12,I-15-13,I-16-11,I-16-12,I-16-13,I-17-11,I-17-12,I-17-13,I-18-11,I-18-12,I-18-13,I-19-11,I-19-12,I-19-13,I-20-11,I-20-12,I-20-13,I-21-11,I-21-12,I-21-13,I-22-11,I-22-12,I-22-13,I-23-11,I-23-12,I-23-13,I-24-11,I-24-12,I-24-13,J-01-11,J-01-12,J-01-13,J-02-11,J-02-12,J-02-13,J-03-11,J-03-12,J-03-13,J-04-11,J-04-12,J-04-13,J-05-11,J-05-12,J-05-13,J-06-11,J-06-12,J-06-13,J-07-11,J-07-12,J-07-13,J-08-11,J-08-12,J-08-13,J-09-11,J-09-12,J-09-13,J-10-11,J-10-12,J-10-13,J-13-11,J-13-12,J-13-13,J-14-11,J-14-12,J-14-13,J-15-11,J-15-12,J-15-13,J-16-11,J-16-12,J-16-13,J-17-11,J-17-12,J-17-13,J-18-11,J-18-12,J-18-13,J-19-11,J-19-12,J-19-13,J-20-11,J-20-12,J-20-13,J-21-11,J-21-12,J-21-13,J-22-11,J-22-12,J-22-13,J-23-11,J-23-12,J-23-13,J-24-11,J-24-12,J-24-13,K-01-11,K-01-12,K-01-13,K-02-11,K-02-12,K-02-13,K-03-11,K-03-12,K-03-13,K-04-11,K-04-12,K-04-13,K-05-11,K-05-12,K-05-13,K-06-11,K-06-12,K-06-13,K-07-11,K-07-12,K-07-13,K-08-11,K-08-12,K-08-13,K-09-11,K-09-12,K-09-13,K-10-11,K-10-12,K-10-13,K-13-11,K-13-12,K-13-13,K-14-11,K-14-12,K-14-13,K-15-11,K-15-12,K-15-13,K-16-11,K-16-12,K-16-13,K-17-11,K-17-12,K-17-13,K-18-11,K-18-12,K-18-13,K-19-11,K-19-12,K-19-13,K-20-11,K-20-12,K-20-13,K-21-11,K-21-12,K-21-13,K-22-11,K-22-12,K-22-13,K-23-11,K-23-12,K-23-13,K-24-11,K-24-12,K-24-13,L-01-11,L-01-12,L-01-13,L-02-11,L-02-12,L-02-13,L-03-11,L-03-12,L-03-13,L-04-11,L-04-12,L-04-13,L-05-11,L-05-12,L-05-13,L-06-11,L-06-12,L-06-13,L-07-11,L-07-12,L-07-13,L-08-11,L-08-12,L-08-13,L-09-11,L-09-12,L-09-13,L-10-11,L-10-12,L-10-13,L-13-11,L-13-12,L-13-13,L-14-11,L-14-12,L-14-13,L-15-11,L-15-12,L-15-13,L-16-11,L-16-12,L-16-13,L-17-11,L-17-12,L-17-13,L-18-11,L-18-12,L-18-13,L-19-11,L-19-12,L-19-13,L-20-11,L-20-12,L-20-13,L-21-11,L-21-12,L-21-13,L-22-11,L-22-12,L-22-13,L-23-11,L-23-12,L-23-13,L-24-11,L-24-12,L-24-13,M-01-11,M-01-12,M-01-13,M-02-11,M-02-12,M-02-13,M-03-11,M-03-12,M-03-13,M-04-11,M-04-12,M-04-13,M-05-11,M-05-12,M-05-13,M-06-11,M-06-12,M-06-13,M-07-11,M-07-12,M-07-13,M-08-11,M-08-12,M-08-13,M-09-11,M-09-12,M-09-13,M-10-11,M-10-12,M-10-13,M-13-11,M-13-12,M-13-13,M-14-11,M-14-12,M-14-13,M-15-11,M-15-12,M-15-13,M-16-11,M-16-12,M-16-13,M-17-11,M-17-12,M-17-13,M-18-11,M-18-12,M-18-13,M-19-11,M-19-12,M-19-13,M-20-11,M-20-12,M-20-13,M-21-11,M-21-12,M-21-13,M-22-11,M-22-12,M-22-13,M-23-11,M-23-12,M-23-13,M-24-11,M-24-12,M-24-13,N-01-11,N-01-12,N-01-13,N-02-11,N-02-12,N-02-13,N-03-11,N-03-12,N-03-13,N-04-11,N-04-12,N-04-13,N-05-11,N-05-12,N-05-13,N-06-11,N-06-12,N-06-13,N-07-11,N-07-12,N-07-13,N-08-11,N-08-12,N-08-13,N-09-11,N-09-12,N-09-13,N-10-11,N-10-12,N-10-13,N-13-11,N-13-12,N-13-13,N-14-11,N-14-12,N-14-13,N-15-11,N-15-12,N-15-13,N-16-11,N-16-12,N-16-13,N-17-11,N-17-12,N-17-13,N-18-11,N-18-12,N-18-13,N-19-11,N-19-12,N-19-13,N-20-11,N-20-12,N-20-13,N-21-11,N-21-12,N-21-13,N-22-11,N-22-12,N-22-13,N-23-11,N-23-12,N-23-13,N-24-11,N-24-12,N-24-13,O-01-11,O-01-12,O-01-13,O-02-11,O-02-12,O-02-13,O-03-11,O-03-12,O-03-13,O-04-11,O-04-12,O-04-13,O-05-11,O-05-12,O-05-13,O-06-11,O-06-12,O-06-13,O-07-11,O-07-12,O-07-13,O-08-11,O-08-12,O-08-13,O-09-11,O-09-12,O-09-13,O-10-11,O-10-12,O-10-13,O-13-11,O-13-12,O-13-13,O-14-11,O-14-12,O-14-13,O-15-11,O-15-12,O-15-13,O-16-11,O-16-12,O-16-13,O-17-11,O-17-12,O-17-13,O-18-11,O-18-12,O-18-13,O-19-11,O-19-12,O-19-13,O-20-11,O-20-12,O-20-13,O-21-11,O-21-12,O-21-13,O-22-11,O-22-12,O-22-13,O-23-11,O-23-12,O-23-13,O-24-11,O-24-12,O-24-13,P-01-11,P-01-12,P-01-13,P-02-11,P-02-12,P-02-13,P-03-11,P-03-12,P-03-13,P-04-11,P-04-12,P-04-13,P-05-11,P-05-12,P-05-13,P-06-11,P-06-12,P-06-13,P-07-11,P-07-12,P-07-13,P-08-11,P-08-12,P-08-13,P-09-11,P-09-12,P-09-13,P-10-11,P-10-12,P-10-13,P-13-11,P-13-12,P-13-13,P-14-11,P-14-12,P-14-13,P-15-11,P-15-12,P-15-13,P-16-11,P-16-12,P-16-13,P-17-11,P-17-12,P-17-13,P-18-11,P-18-12,P-18-13,P-19-11,P-19-12,P-19-13,P-20-11,P-20-12,P-20-13,P-21-11,P-21-12,P-21-13,P-22-11,P-22-12,P-22-13,P-23-11,P-23-12,P-23-13,P-24-11,P-24-12,P-24-13,Q-01-11,Q-01-12,Q-01-13,Q-03-11,Q-03-12,Q-03-13,Q-05-11,Q-05-12,Q-05-13,Q-07-11,Q-07-12,Q-07-13,Q-09-11,Q-09-12,Q-09-13,Q-13-11,Q-13-12,Q-13-13,Q-14-11,Q-14-12,Q-14-13,Q-15-11,Q-15-12,Q-15-13,Q-16-11,Q-16-12,Q-16-13,Q-17-11,Q-17-12,Q-17-13,Q-18-11,Q-18-12,Q-18-13,Q-19-11,Q-19-12,Q-19-13,Q-20-11,Q-20-12,Q-20-13,Q-21-11,Q-21-12,Q-21-13,Q-22-11,Q-22-12,Q-22-13,Q-23-11,Q-23-12,Q-23-13,Q-24-11,Q-24-12,Q-24-13,R-13-11,R-13-12,R-13-13,R-15-11,R-15-12,R-15-13,R-17-11,R-17-12,R-17-13,R-19-11,R-19-12,R-19-13,R-21-11,R-21-12,R-21-13,R-23-11,R-23-12,R-23-13
SY1DDY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0
05W6TK,13.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,13.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,135.0,153.0,162.0,171.0,0.0,189.0,207.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
