,Location,XYZCOD,col_1_label,col_1_qty,col_2_label,col_2_qty,col_3_label,col_3_qty,col_4_label,col_4_qty,col_5_label,col_5_qty,col_6_label,col_6_qty,col_7_label,col_7_qty,col_8_label,col_8_qty,col_9_label,col_9_qty,col_10_label,col_10_qty,col_11_label,col_11_qty,col_12_label,col_12_qty,col_13_label,col_13_qty,col_14_label,col_14_qty,col_15_label,col_15_qty,col_16_label,col_16_qty,col_17_label,col_17_qty,col_18_label,col_18_qty
1179,P-07-23,Z,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0,XPZSZ1,8.0
1180,Q-09-11,Z,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0,H1I7JZ,11.0
1181,R-13-21,Z,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5,8BSFSA,4.5
1182,C-18-22,Z,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0,Z8KPP8,5.0
1183,E-19-11,Z,37VA62,6.0,37VA62,6.0,37VA62,6.0,37VA62,6.0,37VA62,6.0,37VA62,6.0,37VA62,6.0,37VA62,6.0,37VA62,6.0,37VA62,6.0,37VA62,6.0,37VA62,6.0,37VA62,6.0,37VA62,6.0,37VA62,6.0,37VA62,6.0,37VA62,6.0,37VA62,6.0
1184,E-20-12,Z,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5,A7MDBC,10.5
1185,B-15-13,Z,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0,Z8KPP8,14.0
1186,C-17-21,Z,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0,ZRCYSH,15.0
1187,P-14-23,Z,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0,5MNTT7,6.0
1188,P-15-11,Z,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0,SWN7AU,8.0
1189,O-08-12,Z,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0,O9YFO8,13.0
1190,Q-09-21,Z,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0,EYEOXS,5.0
1191,D-17-13,Z,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0
1192,E-19-21,Z,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5,84ABYS,9.5
1193,B-15-23,Z,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5,F73ZE1,8.5
1194,B-18-11,Z,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0,D8AMD3,8.0
1195,Q-13-13,Z,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5,J2URNJ,10.5
1196,P-15-21,Z,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0,EQQBND,13.0
1197,Q-14-12,Z,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5
1198,G-21-11,Z,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5,CD1NU9,7.5
1199,E-20-22,Z,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0
1200,Q-14-22,Z,37VA62,14.0,37VA62,14.0,37VA62,14.0,37VA62,14.0,37VA62,14.0,37VA62,14.0,37VA62,14.0,37VA62,14.0,37VA62,14.0,37VA62,14.0,37VA62,14.0,37VA62,14.0,37VA62,14.0,37VA62,14.0,37VA62,14.0,37VA62,14.0,37VA62,14.0,37VA62,14.0
1201,O-08-22,Z,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0,EBKM6C,10.0
1202,D-20-11,Z,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0,HI2X6U,7.0
1203,D-17-23,Z,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5,O9YFO8,6.5
1204,B-18-21,Z,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0,QP56BU,11.0
1205,A-16-13,Z,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5,Q164T6,10.5
1206,Q-13-23,Z,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0,HLOISD,9.0
1207,F-19-13,Z,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0,JCIIEB,9.0
1208,O-16-12,Z,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0,YKQY4X,5.0
1209,G-21-21,Z,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5,DGAONE,6.5
1210,P-07-12,Z,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5,K3YA1X,11.5
1211,P-08-13,Z,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0,F7LULH,5.0
1212,C-18-13,Z,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0,DGAONE,5.0
1213,D-20-21,Z,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0,AB9XBU,13.0
1214,A-16-23,Z,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0,HLOISD,12.0
1215,C-17-12,Z,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0
1216,O-16-22,Z,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0,1D2ILZ,6.0
1217,R-13-12,Z,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5,RAUDQ6,7.5
1218,F-19-23,Z,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5,84ABYS,8.5
1219,F-22-11,Z,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5,QXS5D1,6.5
1220,P-08-23,Z,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5,JUUL5B,9.5
1221,R-13-22,Z,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5,EUMBM7,8.5
1222,P-07-22,Z,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5,JUUL5B,7.5
1223,C-18-23,Z,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5,QVFB0Q,7.5
1224,E-19-12,Z,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0,84ABYS,9.0
1225,C-17-22,Z,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5,3LQL9L,10.5
1226,P-16-11,Z,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0,O7TSVL,8.0
1227,E-20-13,Z,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0,5IXVJ1,10.0
1228,P-15-12,Z,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5,8E9F1P,8.5
1229,F-22-21,Z,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5,QTMT7N,6.5
1230,O-08-11,Z,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5,2LPO6D,8.5
1231,Q-07-13,Z,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0,HXQR4L,8.0
1232,E-19-22,Z,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0,RAUDQ6,6.0
1233,B-18-12,Z,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0,UU4A1K,11.0
1234,B-17-11,Z,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0,HXQR4L,12.0
1235,P-15-22,Z,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0,ZX6MUV,9.0
1236,Q-14-13,Z,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0,JCNON3,11.0
1237,P-16-21,Z,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5,ZGYCSW,7.5
1238,E-20-23,Z,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5,2Z7ZEP,9.5
1239,G-21-12,Z,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5
1240,Q-14-23,Z,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0,9KHDG3,7.0
1241,Q-07-23,Z,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0,M8W7TS,12.0
1242,O-08-21,Z,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0,NM6C73,14.0
1243,D-20-12,Z,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5,ULG3QT,9.5
