,Location,XYZCOD,col_1_label,col_1_qty,col_2_label,col_2_qty,col_3_label,col_3_qty,col_4_label,col_4_qty,col_5_label,col_5_qty,col_6_label,col_6_qty,col_7_label,col_7_qty,col_8_label,col_8_qty,col_9_label,col_9_qty,col_10_label,col_10_qty,col_11_label,col_11_qty,col_12_label,col_12_qty,col_13_label,col_13_qty,col_14_label,col_14_qty,col_15_label,col_15_qty,col_16_label,col_16_qty,col_17_label,col_17_qty,col_18_label,col_18_qty
327,J-08-12,Y,37VA62,11.0,37VA62,11.0,37VA62,11.0,37VA62,11.0,37VA62,11.0,37VA62,11.0,37VA62,11.0,37VA62,11.0,37VA62,11.0,37VA62,11.0,37VA62,11.0,37VA62,11.0,37VA62,11.0,37VA62,11.0,37VA62,11.0,37VA62,11.0,37VA62,11.0,37VA62,11.0
328,L-14-12,Y,37VA62,9.5,37VA62,9.5,37VA62,9.5,37VA62,9.5,37VA62,9.5,37VA62,9.5,37VA62,9.5,37VA62,9.5,37VA62,9.5,37VA62,9.5,37VA62,9.5,37VA62,9.5,37VA62,9.5,37VA62,9.5,37VA62,9.5,37VA62,9.5,37VA62,9.5,37VA62,9.5
329,L-10-22,Y,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0,J3FI7N,10.0
330,L-09-21,Y,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0,PP9DNA,9.0
331,L-13-23,Y,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5,32ZKOX,8.5
332,L-14-22,Y,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5,LXJQVG,8.5
333,M-10-13,Y,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0,NISP6K,13.0
334,M-09-12,Y,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0,ZRCYSH,8.0
335,J-08-22,Y,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0,D05ZS7,11.0
336,J-16-12,Y,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0,56TC1Z,9.0
337,J-16-22,Y,37VA62,10.5,37VA62,10.5,37VA62,10.5,37VA62,10.5,37VA62,10.5,37VA62,10.5,37VA62,10.5,37VA62,10.5,37VA62,10.5,37VA62,10.5,37VA62,10.5,37VA62,10.5,37VA62,10.5,37VA62,10.5,37VA62,10.5,37VA62,10.5,37VA62,10.5,37VA62,10.5
338,K-07-12,Y,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5,F7LULH,6.5
339,M-13-12,Y,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0,XUZJ74,8.0
340,M-14-11,Y,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5,9FWH2G,10.5
341,M-10-23,Y,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0,32ZKOX,8.0
342,M-09-22,Y,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0,DSQXYR,11.0
343,K-08-13,Y,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0,HCMI82,10.0
344,K-16-11,Y,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5,IJBSQT,10.5
345,M-13-22,Y,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5,0LNUOV,10.5
346,M-14-21,Y,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5,1JT1XB,10.5
347,N-09-13,Y,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0
348,K-15-12,Y,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0,WRRW1W,6.0
349,K-07-22,Y,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5,G8ASPE,8.5
350,L-10-11,Y,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0,RAUDQ6,9.0
351,K-08-23,Y,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5,56TC1Z,10.5
352,K-16-21,Y,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0,F7LULH,11.0
353,K-15-22,Y,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5,JHSQHS,8.5
354,J-08-11,Y,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5,HOUJQN,11.5
355,L-14-13,Y,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0,AKP0A7,13.0
356,N-13-11,Y,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0,U95NWB,8.0
357,L-10-21,Y,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5,RAUDQ6,9.5
358,N-09-23,Y,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0,V7JUQL,8.0
359,L-07-13,Y,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5,ZRCYSH,8.5
360,L-15-11,Y,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0,KUFVRI,13.0
361,L-14-23,Y,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0,QVFB0Q,9.0
362,N-13-21,Y,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5,O9YFO8,9.5
363,M-10-12,Y,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5,0LNUOV,9.5
364,J-08-21,Y,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5,1ENECA,10.5
365,J-16-13,Y,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5,KUFVRI,8.5
366,M-09-11,Y,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0,0LNUOV,12.0
367,L-07-23,Y,B24J86,8.0,B24J86,8.0,B24J86,8.0,B24J86,8.0,B24J86,8.0,B24J86,8.0,B24J86,8.0,B24J86,8.0,B24J86,8.0,B24J86,8.0,B24J86,8.0,B24J86,8.0,B24J86,8.0,B24J86,8.0,B24J86,8.0,B24J86,8.0,B24J86,8.0,B24J86,8.0
368,L-15-21,Y,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0,NM6C73,11.0
369,J-16-23,Y,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0,O9YFO8,10.0
370,K-07-11,Y,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0,F7LULH,10.0
371,K-08-12,Y,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0,2T1DJM,13.0
372,M-13-13,Y,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0,WH1BJI,12.0
373,M-14-12,Y,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5,RAUDQ6,10.5
374,M-09-21,Y,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0,8E9F1P,8.0
375,M-10-22,Y,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0,8BSFSA,9.0
376,K-16-12,Y,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0,70EPUK,11.0
377,M-13-23,Y,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0,NISP6K,12.0
378,M-14-22,Y,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0,KUFVRI,8.0
379,N-10-13,Y,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5,JHSQHS,10.5
380,N-09-12,Y,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0,VHQ356,7.0
381,K-07-21,Y,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0,WGHG3L,8.0
382,K-15-13,Y,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0,IYXV3Z,9.0
383,K-08-22,Y,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5,1ENECA,8.5
384,K-16-22,Y,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5,8D9SAW,5.5
385,K-15-23,Y,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0,5MNTT7,10.0
386,N-14-11,Y,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0,XUZJ74,13.0
387,N-13-12,Y,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0,Q50W5L,12.0
388,L-08-13,Y,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0,HOUJQN,7.0
389,N-10-23,Y,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0,70EPUK,10.0
390,N-09-22,Y,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0,G8ASPE,13.0
391,L-07-12,Y,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5,WGHG3L,8.5
392,L-15-12,Y,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5,NM6C73,9.5
393,L-16-11,Y,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5,NM6C73,10.5
