waveNumber,fitness,individual,history
41754,91.39999999999999,"[('AKP0A7', 'G-15-11'), ('RUUOCB', 'G-23-11'), ('BLJLMQ', 'H-22-13'), ('O7AXAK', 'H-22-13'), ('2T1DJM', 'H-22-13'), ('8N10W9', 'H-20-13'), ('ZRCYSH', 'H-20-11'), ('TBCCF7', 'H-16-13'), ('SMMRK3', 'H-16-11'), ('JEGRCL', 'H-14-11')]","[324.99999999999994, 239.2, 235.2, 199.59999999999997, 169.0, 159.39999999999998, 147.59999999999997, 119.99999999999999, 109.99999999999999, 103.19999999999999, 97.39999999999999, 97.19999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999]"
41753,204.2,"[('LXJQVG', 'D-20-11'), ('AHR20O', 'D-22-11'), ('AKP0A7', 'D-22-11'), ('O7AXAK', 'D-22-12'), ('8N10W9', 'C-23-11'), ('05W6TK', 'C-24-13'), ('ZRCYSH', 'C-19-11'), ('DNLEH7', 'C-17-12'), ('Z8KPP8', 'D-16-12'), ('RUUOCB', 'G-13-11')]","[279.0, 251.0, 251.0, 214.2, 214.2, 210.2, 210.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2, 204.2]"
41750,127.39999999999999,"[('LXJQVG', 'E-18-12'), ('J3FI7N', 'E-24-11'), ('O9YFO8', 'E-21-11'), ('U8203G', 'E-19-13'), ('QVFB0Q', 'E-19-12'), ('Z8KPP8', 'E-17-12'), ('TAHFOD', 'E-17-11'), ('AX7BJ8', 'E-17-11'), ('U95NWB', 'E-15-12'), ('NM6C73', 'E-13-11')]","[297.0, 262.4, 258.4, 214.0, 202.0, 189.39999999999998, 172.2, 172.2, 141.39999999999998, 141.39999999999998, 131.39999999999998, 131.39999999999998, 131.39999999999998, 131.39999999999998, 129.39999999999998, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999]"
41749,125.79999999999998,"[('5HQR89', 'E-14-11'), ('NM6C73', 'E-14-11'), ('JEGRCL', 'E-14-11'), ('2T1DJM', 'E-14-11'), ('Z8KPP8', 'D-18-11'), ('LXJQVG', 'D-14-12'), ('O9YFO8', 'D-14-12'), ('J2URNJ', 'D-14-12'), ('U95NWB', 'D-13-11'), ('G8ASPE', 'D-13-12')]","[317.40000000000003, 266.4, 238.0, 212.79999999999995, 206.39999999999998, 173.79999999999995, 170.99999999999994, 151.79999999999998, 144.0, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 125.79999999999998, 125.79999999999998, 125.79999999999998, 125.79999999999998, 125.79999999999998, 125.79999999999998, 125.79999999999998, 125.79999999999998, 125.79999999999998, 125.79999999999998, 125.79999999999998, 125.79999999999998, 125.79999999999998, 125.79999999999998, 125.79999999999998, 125.79999999999998, 125.79999999999998]"
41739,77.19999999999999,"[('SMMRK3', 'F-14-11'), ('D8AMD3', 'F-16-11'), ('XUZJ74', 'F-16-12'), ('7BU1V7', 'F-16-12'), ('8D9SAW', 'F-16-11'), ('IA7X1P', 'F-14-13'), ('RBKNR4', 'F-13-11'), ('O9YFO8', 'F-13-13')]","[220.39999999999998, 151.79999999999998, 151.79999999999998, 97.79999999999998, 97.79999999999998, 93.19999999999999, 81.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999, 77.19999999999999]"
41731,78.0,"[('32ZKOX', 'F-13-12'), ('05W6TK', 'H-06-13')]","[78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0]"
41713,127.39999999999999,"[('O7TSVL', 'F-17-13'), ('4E0KXI', 'F-17-13'), ('WRRW1W', 'F-21-11'), ('TBCCF7', 'E-24-13'), ('RAUDQ6', 'E-22-13'), ('J3FI7N', 'E-22-11'), ('Z8KPP8', 'E-20-13'), ('1ENECA', 'E-20-11'), ('N6JU7C', 'E-20-11'), ('AKP0A7', 'E-18-12')]","[313.6, 282.2, 230.99999999999994, 192.59999999999997, 184.59999999999997, 167.59999999999997, 159.0, 156.2, 156.2, 145.39999999999998, 145.39999999999998, 145.39999999999998, 139.39999999999998, 139.39999999999998, 135.39999999999998, 135.39999999999998, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999]"
41707,117.39999999999999,"[('LXJQVG', 'H-22-13'), ('U8203G', 'H-24-11'), ('6M2FJM', 'F-22-11'), ('WRRW1W', 'F-18-12'), ('8N10W9', 'F-16-12'), ('0LNUOV', 'F-16-13'), ('Z8KPP8', 'F-16-13'), ('X31OGS', 'F-18-11'), ('8D9SAW', 'F-16-11'), ('NJVZEL', 'F-14-12')]","[305.8, 276.6, 250.60000000000002, 237.39999999999998, 199.39999999999998, 195.0, 164.0, 148.2, 148.2, 131.0, 129.0, 124.19999999999999, 122.19999999999999, 122.19999999999999, 119.39999999999999, 119.39999999999999, 117.39999999999999, 117.39999999999999, 117.39999999999999, 117.39999999999999, 117.39999999999999, 117.39999999999999, 117.39999999999999, 117.39999999999999, 117.39999999999999, 117.39999999999999, 117.39999999999999, 117.39999999999999, 117.39999999999999, 117.39999999999999]"
41694,154.2,"[('QVFB0Q', 'D-21-12'), ('LXJQVG', 'D-21-13'), ('TNAHD4', 'E-24-11'), ('Y813MQ', 'E-24-11'), ('AKP0A7', 'F-24-13'), ('AHR20O', 'F-24-12'), ('Z8KPP8', 'F-18-12'), ('8N10W9', 'F-16-12')]","[263.59999999999997, 211.8, 211.8, 187.0, 171.0, 166.2, 165.0, 158.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2]"
41688,148.2,"[('WRRW1W', 'D-18-11'), ('LXJQVG', 'D-22-13'), ('WH1BJI', 'D-24-11'), ('Z8KPP8', 'D-24-11'), ('DNLEH7', 'H-24-13'), ('8N10W9', 'G-19-12'), ('WGHG3L', 'G-19-11'), ('AHR20O', 'G-15-12')]","[257.2, 245.39999999999998, 183.0, 172.0, 171.0, 158.2, 152.2, 152.2, 150.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2, 148.2]"
41684,74.8,"[('8N10W9', 'H-04-13'), ('I1KDJ0', 'I-08-13')]","[74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8, 74.8]"
41682,127.79999999999998,"[('F7LULH', 'E-14-12'), ('LXJQVG', 'E-17-11'), ('800OVF', 'E-13-13'), ('IPGA7X', 'E-13-13'), ('B24J86', 'E-13-12'), ('8N10W9', 'F-16-12'), ('AHR20O', 'F-18-11'), ('7BU1V7', 'F-16-12')]","[267.59999999999997, 235.59999999999997, 195.2, 171.0, 158.59999999999997, 138.39999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998, 127.79999999999998]"
41668,141.79999999999998,"[('AKP0A7', 'E-15-11'), ('WRRW1W', 'E-15-11'), ('I1KDJ0', 'E-15-11'), ('TOENMT', 'E-15-13'), ('LXJQVG', 'E-17-12'), ('5MNTT7', 'E-15-13'), ('8N10W9', 'D-15-13'), ('0LNUOV', 'D-14-11')]","[283.0, 252.60000000000002, 218.39999999999998, 200.39999999999998, 176.0, 162.39999999999998, 157.79999999999998, 153.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998, 141.79999999999998]"
41665,99.99999999999999,"[('J2URNJ', 'H-24-11'), ('JCNON3', 'H-24-12'), ('8E9F1P', 'H-24-13'), ('2OAVPY', 'G-21-12'), ('UNPPMJ', 'G-15-13'), ('AHR20O', 'G-15-12'), ('Y813MQ', 'G-13-13'), ('Q50W5L', 'H-14-11')]","[245.79999999999995, 186.59999999999997, 168.59999999999997, 138.59999999999997, 138.59999999999997, 134.59999999999997, 118.19999999999999, 116.19999999999999, 110.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 107.99999999999999, 101.99999999999999, 101.99999999999999, 99.99999999999999, 99.99999999999999, 99.99999999999999, 99.99999999999999, 99.99999999999999, 99.99999999999999, 99.99999999999999, 99.99999999999999, 99.99999999999999, 99.99999999999999, 99.99999999999999, 99.99999999999999, 99.99999999999999, 99.99999999999999, 99.99999999999999]"
41664,109.39999999999999,"[('XUZJ74', 'F-13-13'), ('2OAVPY', 'F-17-11'), ('ULG3QT', 'F-17-13'), ('8E9F1P', 'F-23-12'), ('JCNON3', 'H-24-12'), ('Y813MQ', 'H-22-11'), ('AHR20O', 'H-18-12'), ('UNPPMJ', 'H-16-12')]","[224.2, 198.0, 172.2, 149.59999999999997, 142.2, 123.99999999999999, 123.99999999999999, 116.19999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
41663,109.39999999999999,"[('8E9F1P', 'F-24-13'), ('2OAVPY', 'G-21-12'), ('SMMRK3', 'G-21-12'), ('JCNON3', 'G-19-13'), ('ULG3QT', 'G-19-12'), ('UNPPMJ', 'G-15-13'), ('AHR20O', 'G-15-12'), ('Q50W5L', 'G-13-13'), ('XUZJ74', 'G-13-12'), ('Y813MQ', 'G-13-11')]","[325.59999999999997, 266.79999999999995, 233.19999999999993, 218.39999999999998, 201.40000000000003, 160.39999999999998, 156.2, 160.39999999999998, 142.2, 135.79999999999998, 114.99999999999999, 114.99999999999999, 114.99999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
41657,109.39999999999999,"[('TNAHD4', 'F-13-13'), ('2T1DJM', 'F-15-11'), ('IA7X1P', 'F-19-11'), ('AB9XBU', 'F-23-11'), ('AKP0A7', 'F-24-13'), ('NJVZEL', 'F-24-11'), ('W25EZN', 'F-22-11'), ('U95NWB', 'F-22-11')]","[227.2, 215.39999999999998, 155.0, 155.0, 142.2, 139.79999999999998, 128.2, 117.99999999999999, 115.39999999999999, 115.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
41656,87.19999999999999,"[('TNAHD4', 'F-13-13'), ('AKP0A7', 'F-15-12'), ('U95NWB', 'H-14-11'), ('JEGRCL', 'H-14-11'), ('IA7X1P', 'H-14-13'), ('O7TSVL', 'H-16-11'), ('NJVZEL', 'H-16-13'), ('AB9XBU', 'H-14-12')]","[243.39999999999998, 198.0, 160.99999999999994, 132.99999999999997, 101.79999999999998, 101.79999999999998, 93.79999999999998, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999, 87.19999999999999]"
41652,109.39999999999999,"[('IJBSQT', 'H-14-12'), ('IA7X1P', 'H-14-13'), ('O9YFO8', 'H-20-13'), ('NM6C73', 'F-18-12'), ('8E9F1P', 'F-16-11'), ('8D9SAW', 'F-16-11'), ('TNAHD4', 'F-16-11'), ('NJVZEL', 'F-14-12')]","[228.39999999999998, 204.39999999999998, 183.2, 161.39999999999998, 140.59999999999997, 132.0, 127.99999999999999, 124.19999999999999, 115.79999999999998, 113.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
41651,120.99999999999999,"[('W25EZN', 'F-22-11'), ('IA7X1P', 'F-22-12'), ('WH1BJI', 'F-22-12'), ('05W6TK', 'F-24-12'), ('UCRNWD', 'G-23-11'), ('SMMRK3', 'I-23-13'), ('IYXV3Z', 'H-24-11'), ('TBCCF7', 'H-24-11'), ('8N10W9', 'H-20-13'), ('DNLEH7', 'H-20-11')]","[297.20000000000005, 268.0, 237.40000000000003, 203.40000000000003, 186.60000000000002, 170.59999999999997, 159.79999999999998, 146.59999999999997, 145.0, 139.0, 129.79999999999998, 124.99999999999999, 124.99999999999999, 120.99999999999999, 120.99999999999999, 120.99999999999999, 120.99999999999999, 120.99999999999999, 120.99999999999999, 120.99999999999999, 120.99999999999999, 120.99999999999999, 120.99999999999999, 120.99999999999999, 120.99999999999999, 120.99999999999999, 120.99999999999999, 120.99999999999999, 120.99999999999999, 120.99999999999999]"
41650,154.2,"[('XUZJ74', 'D-19-13'), ('8N10W9', 'D-23-11'), ('5P2MVG', 'D-24-11'), ('WH1BJI', 'D-24-11'), ('Z8KPP8', 'E-24-12'), ('TNAHD4', 'E-24-11'), ('1ENECA', 'E-20-11'), ('WRRW1W', 'E-18-11'), ('IA7X1P', 'E-16-11'), ('56TC1Z', 'E-14-13')]","[308.40000000000003, 272.40000000000003, 257.8, 241.8, 231.0, 195.2, 174.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2, 154.2]"
41645,118.39999999999998,"[('800OVF', 'E-13-11'), ('J3FI7N', 'E-14-11'), ('I1KDJ0', 'E-16-12'), ('WRRW1W', 'E-18-11'), ('UHYJ3A', 'E-16-12'), ('37VA62', 'E-14-13'), ('SSQFQA', 'E-14-13'), ('ZRCYSH', 'E-14-13'), ('RAUDQ6', 'G-13-12'), ('56TC1Z', 'H-14-12')]","[347.19999999999993, 284.6, 256.59999999999997, 231.2, 192.59999999999997, 190.59999999999997, 169.39999999999998, 167.59999999999997, 157.2, 147.2, 144.39999999999998, 129.2, 124.39999999999998, 118.39999999999998, 118.39999999999998, 118.39999999999998, 118.39999999999998, 118.39999999999998, 118.39999999999998, 118.39999999999998, 118.39999999999998, 118.39999999999998, 118.39999999999998, 118.39999999999998, 118.39999999999998, 118.39999999999998, 118.39999999999998, 118.39999999999998, 118.39999999999998, 118.39999999999998]"
41644,91.39999999999999,"[('J3FI7N', 'H-22-11'), ('2T1DJM', 'H-22-12'), ('56TC1Z', 'H-24-11'), ('I1KDJ0', 'H-24-12'), ('ZRCYSH', 'G-23-11'), ('37VA62', 'G-21-12'), ('8N10W9', 'G-19-13'), ('8D9SAW', 'G-19-12'), ('UHYJ3A', 'G-13-13'), ('RAUDQ6', 'G-13-12')]","[313.00000000000006, 288.4, 235.60000000000002, 188.60000000000002, 156.8, 143.0, 129.2, 107.39999999999999, 107.39999999999999, 95.39999999999999, 95.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999]"
41635,68.6,"[('8N10W9', 'G-17-12'), ('5MNTT7', 'G-19-13')]","[68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6]"
41632,127.39999999999999,"[('56TC1Z', 'E-14-13'), ('I1KDJ0', 'E-16-12'), ('TQBVRI', 'E-18-11'), ('8N10W9', 'E-18-12'), ('W25EZN', 'E-22-11'), ('WRRW1W', 'E-22-12'), ('QVFB0Q', 'E-24-12'), ('O9YFO8', 'E-21-11'), ('8D9SAW', 'E-19-12'), ('7BU1V7', 'E-17-13')]","[278.0, 255.2, 235.8, 220.99999999999994, 200.59999999999997, 164.79999999999998, 137.39999999999998, 137.39999999999998, 137.39999999999998, 135.2, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999]"
41627,143.79999999999998,"[('1ENECA', 'D-14-13'), ('KTDZY0', 'D-16-11'), ('WRRW1W', 'D-18-11'), ('RAUDQ6', 'D-18-12'), ('8D9SAW', 'D-18-12'), ('AKP0A7', 'D-13-12'), ('W25EZN', 'D-13-12'), ('J3FI7N', 'E-14-11'), ('JEGRCL', 'E-16-13'), ('I1KDJ0', 'E-16-12')]","[287.59999999999997, 227.59999999999997, 225.2, 218.99999999999994, 201.59999999999997, 187.0, 175.0, 149.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998, 143.79999999999998]"
41624,107.79999999999998,"[('J3FI7N', 'F-14-11'), ('0SJH1Z', 'F-14-12'), ('I1KDJ0', 'F-14-13'), ('0LNUOV', 'F-16-13'), ('8N10W9', 'F-16-12'), ('D05ZS7', 'F-14-12'), ('WH1BJI', 'E-14-11'), ('WGHG3L', 'H-14-13')]","[254.2, 221.2, 194.39999999999998, 174.39999999999998, 171.0, 162.39999999999998, 146.0, 136.99999999999997, 119.79999999999998, 119.79999999999998, 119.79999999999998, 111.79999999999998, 111.79999999999998, 107.79999999999998, 107.79999999999998, 107.79999999999998, 107.79999999999998, 107.79999999999998, 107.79999999999998, 107.79999999999998, 107.79999999999998, 107.79999999999998, 107.79999999999998, 107.79999999999998, 107.79999999999998, 107.79999999999998, 107.79999999999998, 107.79999999999998, 107.79999999999998, 107.79999999999998]"
41617,142.79999999999998,"[('WGHG3L', 'E-19-11'), ('JEGRCL', 'E-19-12'), ('5P2MVG', 'E-21-13'), ('1ENECA', 'E-21-13'), ('W25EZN', 'E-21-13'), ('TNAHD4', 'E-23-12'), ('AB9XBU', 'E-24-12'), ('05W6TK', 'E-24-12'), ('IA7X1P', 'F-22-12'), ('M67GNC', 'H-14-11')]","[292.9, 258.8, 230.79999999999995, 220.0, 196.8, 175.39999999999998, 175.39999999999998, 156.2, 156.2, 153.39999999999998, 152.2, 142.79999999999998, 142.79999999999998, 142.79999999999998, 142.79999999999998, 142.79999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998]"
41614,87.99999999999997,"[('LXJQVG', 'J-22-11'), ('I1KDJ0', 'I-08-13')]","[87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997, 87.99999999999997]"
41610,64.8,"[('05W6TK', 'H-06-13'), ('I1KDJ0', 'I-08-13')]","[64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8, 64.8]"
41599,120.6,"[('I1KDJ0', 'E-16-12'), ('LXJQVG', 'E-18-12'), ('QVFB0Q', 'E-24-12'), ('05W6TK', 'E-24-12'), ('2Z7ZEP', 'E-22-12'), ('TBCCF7', 'E-20-11'), ('RAUDQ6', 'E-18-13'), ('8N10W9', 'E-18-12')]","[218.2, 218.2, 189.59999999999997, 191.8, 171.59999999999997, 157.39999999999998, 132.2, 132.2, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6, 120.6]"
41598,85.19999999999999,"[('8N10W9', 'G-19-13'), ('PZUF7K', 'G-19-13'), ('DNLEH7', 'G-21-12'), ('1ENECA', 'G-21-11'), ('AKP0A7', 'G-15-11'), ('XUZJ74', 'G-13-12'), ('RAUDQ6', 'G-13-12'), ('ZGYCSW', 'H-14-12')]","[257.9, 232.60000000000002, 194.59999999999997, 145.0, 145.0, 113.19999999999999, 109.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999, 85.19999999999999]"
41595,127.19999999999999,"[('0LNUOV', 'D-14-11'), ('G8ASPE', 'D-14-12'), ('HLOISD', 'D-16-12'), ('UDF17E', 'D-18-13'), ('IA7X1P', 'D-18-13'), ('Z8KPP8', 'D-18-11'), ('WGHG3L', 'D-16-13'), ('AKP0A7', 'D-14-11'), ('I1KDJ0', 'F-14-13'), ('SMMRK3', 'F-14-11')]","[333.0, 271.79999999999995, 238.59999999999997, 217.99999999999994, 214.59999999999997, 192.59999999999997, 178.39999999999998, 161.2, 151.2, 149.39999999999998, 145.39999999999998, 145.2, 145.2, 139.2, 137.2, 137.2, 137.2, 133.2, 131.2, 127.19999999999999, 127.19999999999999, 127.19999999999999, 127.19999999999999, 127.19999999999999, 127.19999999999999, 127.19999999999999, 127.19999999999999, 127.19999999999999, 127.19999999999999, 127.19999999999999]"
41593,68.6,"[('I1KDJ0', 'H-20-13'), ('WGHG3L', 'H-14-13')]","[68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6, 68.6]"
41585,72.6,"[('I1KDJ0', 'G-21-11'), ('8D9SAW', 'G-19-12')]","[72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6, 72.6]"
41583,167.39999999999998,"[('3LQL9L', 'C-15-12'), ('2T1DJM', 'C-15-13'), ('X31OGS', 'C-17-11'), ('05W6TK', 'C-15-13'), ('W25EZN', 'C-19-12'), ('8N10W9', 'C-23-11'), ('I1KDJ0', 'C-23-13'), ('J3FI7N', 'C-16-13'), ('CD1NU9', 'C-16-13'), ('WRRW1W', 'C-16-11')]","[337.8, 279.0, 254.8, 229.39999999999998, 229.39999999999998, 205.39999999999998, 193.8, 193.8, 186.0, 186.0, 176.59999999999997, 179.0, 177.39999999999998, 173.39999999999998, 167.39999999999998, 167.39999999999998, 167.39999999999998, 167.39999999999998, 167.39999999999998, 167.39999999999998, 167.39999999999998, 167.39999999999998, 167.39999999999998, 167.39999999999998, 167.39999999999998, 167.39999999999998, 167.39999999999998, 167.39999999999998, 167.39999999999998, 167.39999999999998]"
41582,130.2,"[('I1KDJ0', 'F-14-13'), ('KTDZY0', 'F-18-12'), ('J2URNJ', 'F-22-13'), ('WH1BJI', 'F-22-13'), ('AKP0A7', 'F-24-13'), ('IJBSQT', 'E-24-13'), ('02MRUH', 'E-24-13'), ('05W6TK', 'F-21-11'), ('X31OGS', 'F-17-12'), ('LXJQVG', 'F-17-11')]","[301.40000000000003, 235.2, 222.6, 171.59999999999997, 171.59999999999997, 165.59999999999997, 165.59999999999997, 143.0, 143.0, 143.0, 143.0, 130.2, 130.2, 130.2, 130.2, 130.2, 130.2, 130.2, 130.2, 130.2, 130.2, 130.2, 130.2, 130.2, 130.2, 130.2, 130.2, 130.2, 130.2, 130.2]"
