waveNumber,fitness,individual,history
42816,84.0,"[('AHR20O', 'K-07-13'), ('8N10W9', 'L-13-11')]","[84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0, 84.0]"
42815,90.80000000000001,"[('Q50W5L', 'K-08-13'), ('AHR20O', 'K-07-13')]","[90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001]"
42810,84.6,"[('3LQL9L', 'H-18-12'), ('8D9SAW', 'H-24-12'), ('56TC1Z', 'H-24-11'), ('XUZJ74', 'H-22-13'), ('6M2FJM', 'H-22-13'), ('2T1DJM', 'H-22-12'), ('Q50W5L', 'H-22-11'), ('8N10W9', 'H-20-13'), ('AHR20O', 'H-20-12'), ('WGHG3L', 'H-14-13')]","[331.99999999999994, 300.6, 268.6, 242.60000000000002, 227.2, 212.0, 134.2, 124.19999999999999, 114.6, 102.6, 88.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6]"
42809,109.39999999999999,"[('SMMRK3', 'F-14-11'), ('J3FI7N', 'F-14-11'), ('TB6WIP', 'F-14-13'), ('I1KDJ0', 'F-14-13'), ('32ZKOX', 'F-20-11'), ('6M2FJM', 'F-22-11'), ('AKP0A7', 'F-24-13'), ('EUMBM7', 'F-23-13'), ('56TC1Z', 'F-17-13'), ('8N10W9', 'F-17-12')]","[317.2, 270.6, 250.2, 225.59999999999997, 201.2, 167.8, 149.79999999999998, 149.79999999999998, 143.79999999999998, 125.79999999999998, 115.79999999999998, 115.79999999999998, 109.79999999999998, 109.79999999999998, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
42797,67.19999999999999,"[('I1KDJ0', 'F-14-13'), ('70EPUK', 'H-14-12')]","[67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999, 67.19999999999999]"
42795,69.99999999999999,"[('D05ZS7', 'I-18-12'), ('I1KDJ0', 'I-08-13')]","[69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999]"
42794,56.0,"[('05W6TK', 'H-06-13'), ('D05ZS7', 'I-18-12')]","[56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0]"
42785,145.39999999999998,"[('CD1NU9', 'D-15-12'), ('8N10W9', 'D-23-11'), ('AX7BJ8', 'D-24-12'), ('ULG3QT', 'D-16-13'), ('EQQBND', 'D-16-12'), ('O7AXAK', 'D-16-12'), ('JEGRCL', 'D-16-11'), ('KTDZY0', 'D-16-11'), ('WRRW1W', 'D-14-13'), ('UU4A1K', 'D-14-13')]","[301.2, 265.0, 221.0, 222.60000000000002, 212.39999999999998, 196.8, 188.2, 167.39999999999998, 163.39999999999998, 163.39999999999998, 153.39999999999998, 147.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998]"
42782,121.79999999999998,"[('TOENMT', 'D-13-12'), ('QVFB0Q', 'D-13-12'), ('2T1DJM', 'D-14-12'), ('G8ASPE', 'D-14-12'), ('LXJQVG', 'D-14-12'), ('UNPPMJ', 'D-14-13'), ('AKP0A7', 'D-14-11'), ('SMMRK3', 'D-14-11'), ('7BU1V7', 'E-16-11'), ('IA7X1P', 'E-16-11')]","[348.20000000000005, 270.19999999999993, 247.40000000000003, 232.2, 210.8, 198.39999999999998, 177.8, 164.39999999999998, 144.39999999999998, 141.2, 135.2, 127.19999999999999, 123.79999999999998, 123.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998]"
42778,109.39999999999999,"[('TNAHD4', 'F-21-12'), ('EUMBM7', 'F-24-13'), ('RAUDQ6', 'F-24-12'), ('Q50W5L', 'F-20-13'), ('TBCCF7', 'F-20-12'), ('8N10W9', 'F-16-12'), ('ULG3QT', 'F-16-11'), ('I1KDJ0', 'F-14-13')]","[238.0, 202.39999999999998, 188.39999999999998, 162.2, 151.39999999999998, 120.99999999999999, 120.99999999999999, 118.99999999999999, 112.19999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
42775,103.19999999999999,"[('TNAHD4', 'F-16-11'), ('Z8KPP8', 'F-16-13'), ('SY1DDY', 'F-18-11'), ('TBCCF7', 'F-20-12'), ('KTDZY0', 'F-18-13'), ('8N10W9', 'F-16-12'), ('I1KDJ0', 'F-14-13'), ('D05ZS7', 'F-14-12'), ('ZRCYSH', 'F-15-11'), ('WRRW1W', 'F-15-12')]","[314.4, 274.79999999999995, 238.40000000000003, 200.59999999999997, 161.8, 161.8, 131.79999999999998, 123.19999999999999, 117.19999999999999, 107.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999, 103.19999999999999]"
42770,52.599999999999994,"[('Q50W5L', 'G-17-11'), ('EQQBND', 'G-17-11')]","[52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994, 52.599999999999994]"
42765,109.39999999999999,"[('AKP0A7', 'F-15-12'), ('32ZKOX', 'F-17-12'), ('8N10W9', 'F-17-12'), ('4E0KXI', 'F-17-13'), ('WH1BJI', 'F-23-12'), ('JEGRCL', 'F-23-13'), ('6M2FJM', 'F-22-13'), ('U95NWB', 'F-22-11'), ('KTDZY0', 'F-20-13'), ('7BU1V7', 'F-16-12')]","[292.40000000000003, 260.2, 227.39999999999998, 194.79999999999995, 156.0, 156.0, 148.0, 148.0, 141.39999999999998, 141.39999999999998, 113.39999999999999, 113.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
42763,109.39999999999999,"[('I1KDJ0', 'F-14-13'), ('0LNUOV', 'F-16-13'), ('32ZKOX', 'F-20-11'), ('SMMRK3', 'F-20-12'), ('UHYJ3A', 'F-22-12'), ('5MNTT7', 'F-23-11'), ('56TC1Z', 'F-17-13'), ('KTDZY0', 'F-13-11')]","[225.60000000000002, 195.39999999999998, 165.59999999999997, 148.0, 138.79999999999998, 119.39999999999999, 115.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
42762,145.39999999999998,"[('0LNUOV', 'D-14-11'), ('SMMRK3', 'D-14-11'), ('2OAVPY', 'D-14-12'), ('WGHG3L', 'D-14-13'), ('Z8KPP8', 'D-16-12'), ('EQQBND', 'D-16-12'), ('WH1BJI', 'D-24-11'), ('XUZJ74', 'F-16-12'), ('6M2FJM', 'F-16-12'), ('I1KDJ0', 'F-14-13')]","[327.0, 262.2, 249.40000000000003, 237.39999999999998, 225.2, 214.39999999999998, 196.2, 184.8, 184.39999999999998, 160.0, 160.0, 152.2, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998]"
42760,93.39999999999999,"[('WRRW1W', 'H-24-12'), ('56TC1Z', 'H-24-11'), ('TNAHD4', 'G-23-13'), ('W25EZN', 'G-23-11'), ('1ENECA', 'G-21-11'), ('IA7X1P', 'G-19-12'), ('8N10W9', 'G-19-12'), ('KTDZY0', 'G-17-13'), ('SSQFQA', 'G-17-13'), ('QVFB0Q', 'G-15-11')]","[311.6, 265.4, 260.4, 216.39999999999998, 198.79999999999995, 197.39999999999998, 149.0, 147.39999999999998, 141.39999999999998, 141.39999999999998, 132.2, 107.39999999999999, 103.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999, 93.39999999999999]"
42753,112.19999999999999,"[('AHR20O', 'F-13-13'), ('EQQBND', 'F-23-12'), ('122OKQ', 'F-24-13'), ('V7JUQL', 'G-17-12'), ('8N10W9', 'G-17-12'), ('Q50W5L', 'G-17-11'), ('IA7X1P', 'G-15-13'), ('AKP0A7', 'G-15-12')]","[250.39999999999998, 221.39999999999998, 200.2, 168.8, 168.8, 151.0, 130.2, 118.99999999999999, 116.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999]"
42747,136.2,"[('TNAHD4', 'F-13-13'), ('8N10W9', 'F-17-12'), ('ZGYCSW', 'F-24-11'), ('W25EZN', 'F-24-11'), ('UNPPMJ', 'F-24-13'), ('Q50W5L', 'E-20-13'), ('O7AXAK', 'E-20-12'), ('AKP0A7', 'E-20-11'), ('XUZJ74', 'E-16-13'), ('JEGRCL', 'E-16-12')]","[333.19999999999993, 290.6, 242.40000000000003, 213.2, 198.2, 153.0, 153.0, 144.2, 140.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2, 136.2]"
42744,119.99999999999999,"[('2Z7ZEP', 'F-16-12'), ('9KHDG3', 'F-18-12'), ('KTDZY0', 'F-18-13'), ('SMMRK3', 'G-21-12'), ('6M2FJM', 'G-21-11'), ('8N10W9', 'G-19-12'), ('WGHG3L', 'G-19-11'), ('2T1DJM', 'I-14-12')]","[216.60000000000002, 216.60000000000002, 194.39999999999998, 181.0, 177.59999999999997, 132.0, 132.0, 132.0, 156.39999999999998, 132.0, 125.99999999999999, 125.99999999999999, 123.99999999999999, 119.99999999999999, 119.99999999999999, 119.99999999999999, 119.99999999999999, 119.99999999999999, 119.99999999999999, 119.99999999999999, 119.99999999999999, 119.99999999999999, 119.99999999999999, 119.99999999999999, 119.99999999999999, 119.99999999999999, 119.99999999999999, 119.99999999999999, 119.99999999999999, 119.99999999999999]"
42743,93.19999999999999,"[('1ENECA', 'F-14-13'), ('J3FI7N', 'F-18-11'), ('KTDZY0', 'F-18-12'), ('WRRW1W', 'F-18-12'), ('TBCCF7', 'F-20-12'), ('AKP0A7', 'F-20-12'), ('I1KDJ0', 'F-14-13'), ('RAUDQ6', 'G-13-12')]","[212.60000000000002, 212.60000000000002, 205.2, 178.59999999999997, 162.8, 158.59999999999997, 115.39999999999999, 115.39999999999999, 115.39999999999999, 112.6, 101.19999999999999, 97.19999999999999, 97.19999999999999, 93.19999999999999, 93.19999999999999, 93.19999999999999, 93.19999999999999, 93.19999999999999, 93.19999999999999, 93.19999999999999, 93.19999999999999, 93.19999999999999, 93.19999999999999, 93.19999999999999, 93.19999999999999, 93.19999999999999, 93.19999999999999, 93.19999999999999, 93.19999999999999, 93.19999999999999]"
42742,136.0,"[('1ENECA', 'F-16-13'), ('RAUDQ6', 'F-24-12'), ('X31OGS', 'E-23-13'), ('KTDZY0', 'E-21-12'), ('WGHG3L', 'E-19-11'), ('F73ZE1', 'E-15-12'), ('I1KDJ0', 'E-15-11'), ('WRRW1W', 'E-15-11'), ('TBCCF7', 'E-13-13'), ('J3FI7N', 'E-14-11')]","[275.2, 275.2, 250.39999999999998, 236.60000000000002, 204.2, 188.2, 188.2, 188.2, 164.2, 160.0, 160.0, 148.2, 148.2, 148.2, 140.0, 136.0, 136.0, 136.0, 136.0, 136.0, 136.0, 136.0, 136.0, 136.0, 136.0, 136.0, 136.0, 136.0, 136.0, 136.0]"
42739,117.99999999999999,"[('WGHG3L', 'G-19-11'), ('JEGRCL', 'F-23-13'), ('EQQBND', 'F-23-12'), ('F29V5I', 'F-23-11'), ('WRRW1W', 'F-21-13'), ('NM6C73', 'F-15-13'), ('U8203G', 'F-13-13'), ('TNAHD4', 'F-13-13'), ('QTMT7N', 'F-13-11'), ('V7JUQL', 'F-14-11')]","[334.79999999999995, 288.99999999999994, 272.8, 219.60000000000002, 203.0, 181.2, 178.8, 168.0, 158.2, 150.59999999999997, 142.0, 139.79999999999998, 134.59999999999997, 125.99999999999999, 123.99999999999999, 123.99999999999999, 117.99999999999999, 117.99999999999999, 117.99999999999999, 117.99999999999999, 117.99999999999999, 117.99999999999999, 117.99999999999999, 117.99999999999999, 117.99999999999999, 117.99999999999999, 117.99999999999999, 117.99999999999999, 117.99999999999999, 117.99999999999999]"
42718,94.80000000000001,"[('Q50W5L', 'K-08-12'), ('AHR20O', 'K-07-13')]","[94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001, 94.80000000000001]"
42713,121.79999999999998,"[('UNPPMJ', 'E-15-12'), ('I1KDJ0', 'E-15-11'), ('AKP0A7', 'E-15-11'), ('WRRW1W', 'E-15-11'), ('FQ53YY', 'E-14-12'), ('UHYJ3A', 'E-16-12'), ('W25EZN', 'E-16-12'), ('NM6C73', 'E-16-11'), ('IJBSQT', 'F-16-12'), ('8D9SAW', 'F-16-11')]","[239.2, 239.2, 225.0, 204.79999999999995, 174.39999999999998, 155.2, 140.39999999999998, 131.79999999999998, 125.79999999999998, 124.6, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998, 121.79999999999998]"
42708,74.6,"[('A7MDBC', 'G-15-11'), ('AX7BJ8', 'G-21-12'), ('SMMRK3', 'G-21-12'), ('8N10W9', 'G-19-13'), ('7BU1V7', 'G-17-13'), ('MLV9BR', 'G-15-12'), ('AHR20O', 'G-15-12'), ('6M2FJM', 'G-15-11')]","[230.2, 185.0, 185.0, 158.99999999999997, 128.39999999999998, 120.19999999999999, 93.39999999999999, 90.6, 76.6, 76.6, 74.6, 74.6, 74.6, 74.6, 74.6, 74.6, 74.6, 74.6, 74.6, 74.6, 74.6, 74.6, 74.6, 74.6, 74.6, 74.6, 74.6, 74.6, 74.6, 74.6]"
42702,109.39999999999999,"[('LXJQVG', 'H-22-13'), ('EQQBND', 'H-24-11'), ('G8ASPE', 'H-24-12'), ('WRRW1W', 'H-24-12'), ('6M2FJM', 'H-24-13'), ('V7JUQL', 'H-24-13'), ('8N10W9', 'F-17-12'), ('MLV9BR', 'F-15-12'), ('8D9SAW', 'F-15-11'), ('AHR20O', 'F-13-13')]","[350.8, 268.4, 268.4, 222.39999999999998, 218.39999999999998, 191.8, 179.8, 159.8, 135.0, 129.39999999999998, 119.39999999999999, 113.39999999999999, 113.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
42688,56.599999999999994,"[('6M2FJM', 'F-14-13'), ('KUFVRI', 'F-14-12')]","[56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994, 56.599999999999994]"
42686,109.39999999999999,"[('WRRW1W', 'F-18-12'), ('KTDZY0', 'F-18-13'), ('KUFVRI', 'F-18-13'), ('1ENECA', 'F-24-11'), ('6M2FJM', 'H-22-13'), ('2T1DJM', 'H-22-13'), ('G8ASPE', 'H-18-13'), ('1JT1XB', 'H-14-11')]","[203.59999999999997, 200.99999999999994, 173.0, 164.2, 136.79999999999998, 129.39999999999998, 128.2, 127.39999999999999, 127.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999]"
42683,89.19999999999999,"[('1ENECA', 'H-16-13'), ('2T1DJM', 'H-16-13'), ('KUFVRI', 'H-18-12'), ('1JT1XB', 'G-13-12'), ('WRRW1W', 'G-17-11'), ('KTDZY0', 'G-17-13'), ('6M2FJM', 'G-15-11'), ('G8ASPE', 'G-15-11')]","[238.99999999999994, 189.2, 166.0, 162.79999999999998, 162.39999999999998, 137.2, 125.79999999999998, 105.79999999999998, 103.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999]"
42678,109.19999999999999,"[('6M2FJM', 'G-15-11'), ('1ENECA', 'G-21-11'), ('WRRW1W', 'G-19-13'), ('1JT1XB', 'G-17-12'), ('G8ASPE', 'G-15-11'), ('2T1DJM', 'F-15-11'), ('KUFVRI', 'F-13-12'), ('KTDZY0', 'F-13-11')]","[235.99999999999994, 208.39999999999998, 198.59999999999997, 157.39999999999998, 145.79999999999998, 144.0, 131.39999999999998, 111.39999999999999, 109.39999999999999, 109.39999999999999, 109.19999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
42675,109.39999999999999,"[('WRRW1W', 'F-18-12'), ('KUFVRI', 'F-18-13'), ('KTDZY0', 'F-20-13'), ('1ENECA', 'F-24-11'), ('6M2FJM', 'H-24-13'), ('2T1DJM', 'H-22-12'), ('G8ASPE', 'H-20-11'), ('1JT1XB', 'H-14-11')]","[225.99999999999994, 210.0, 189.2, 142.0, 133.39999999999998, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
42673,99.19999999999999,"[('6M2FJM', 'F-14-13'), ('WRRW1W', 'F-18-12'), ('1JT1XB', 'F-18-13'), ('G8ASPE', 'F-20-11'), ('KUFVRI', 'F-18-13'), ('KTDZY0', 'F-18-12'), ('1ENECA', 'F-16-13'), ('2T1DJM', 'F-15-11')]","[241.2, 203.39999999999998, 154.39999999999998, 154.39999999999998, 137.79999999999998, 129.79999999999998, 115.19999999999999, 101.19999999999999, 105.19999999999999, 101.19999999999999, 101.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999]"
42671,91.39999999999999,"[('KTDZY0', 'G-17-13'), ('WRRW1W', 'G-19-13'), ('1ENECA', 'G-21-11'), ('6M2FJM', 'G-21-11'), ('1JT1XB', 'H-18-13'), ('KUFVRI', 'H-18-12'), ('G8ASPE', 'H-18-11'), ('2T1DJM', 'H-16-13')]","[246.19999999999996, 207.8, 178.39999999999998, 134.2, 109.39999999999999, 109.39999999999999, 105.39999999999999, 95.39999999999999, 95.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999]"
42667,48.599999999999994,"[('JEGRCL', 'H-14-11'), ('TB6WIP', 'H-16-12'), ('TBCCF7', 'H-16-13'), ('1D2ILZ', 'H-16-13'), ('SMMRK3', 'H-16-11'), ('IA7X1P', 'H-14-13'), ('56TC1Z', 'H-14-12'), ('PP9DNA', 'H-14-11')]","[209.39999999999998, 178.39999999999998, 158.39999999999998, 128.39999999999998, 94.39999999999998, 75.19999999999999, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994, 48.599999999999994]"
42661,69.99999999999999,"[('I1KDJ0', 'I-08-13'), ('D05ZS7', 'I-18-12')]","[69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999]"
42647,115.79999999999998,"[('NM6C73', 'E-16-11'), ('I1KDJ0', 'E-16-12'), ('Q164T6', 'E-16-12'), ('WH1BJI', 'E-14-11'), ('2T1DJM', 'E-14-11'), ('8N10W9', 'F-16-12'), ('WGHG3L', 'H-14-13'), ('HI2X6U', 'H-14-11')]","[244.8, 209.39999999999998, 168.39999999999998, 152.39999999999998, 144.59999999999997, 133.79999999999998, 124.39999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998, 115.79999999999998]"
