waveNumber,fitness,individual,history
43127,125.19999999999999,"[('O9YFO8', 'F-13-13'), ('AKP0A7', 'E-20-11'), ('W25EZN', 'E-22-11'), ('WRRW1W', 'E-22-12'), ('2T1DJM', 'E-22-12'), ('KTDZY0', 'E-22-12'), ('I1KDJ0', 'E-20-13'), ('ZGYCSW', 'E-18-13')]","[240.39999999999998, 182.59999999999997, 172.0, 154.8, 138.2, 138.2, 129.39999999999998, 129.39999999999998, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999, 125.19999999999999]"
43125,109.39999999999999,"[('I1KDJ0', 'H-22-12'), ('2T1DJM', 'H-22-12'), ('WRRW1W', 'H-24-12'), ('5HQR89', 'F-21-13'), ('W25EZN', 'F-21-12'), ('8N10W9', 'F-17-12'), ('J3FI7N', 'F-15-11'), ('O9YFO8', 'F-13-13')]","[177.0, 171.0, 140.0, 123.79999999999998, 123.79999999999998, 113.19999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
43121,81.19999999999999,"[('KTDZY0', 'F-13-11'), ('8D9SAW', 'F-15-11'), ('ZGYCSW', 'F-15-13'), ('UNPPMJ', 'F-15-13'), ('AKP0A7', 'F-15-12'), ('O9YFO8', 'F-13-13'), ('V7JUQL', 'F-14-12'), ('I1KDJ0', 'F-14-13')]","[242.2, 200.8, 172.8, 140.39999999999998, 146.0, 117.79999999999998, 97.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999, 81.19999999999999]"
43116,112.19999999999999,"[('HI2X6U', 'F-15-12'), ('KTDZY0', 'F-21-11'), ('VHQ356', 'F-24-13'), ('I1KDJ0', 'G-21-12'), ('SMMRK3', 'G-21-12'), ('8N10W9', 'G-19-12'), ('W518XY', 'G-15-11'), ('ZX6MUV', 'G-13-11')]","[214.60000000000002, 191.0, 165.8, 150.79999999999998, 151.0, 129.0, 129.0, 129.0, 116.19999999999999, 116.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999]"
43113,109.39999999999999,"[('5MNTT7', 'F-23-11'), ('KZ5VR3', 'F-23-12'), ('AKP0A7', 'F-24-13'), ('W25EZN', 'F-24-11'), ('X31OGS', 'F-22-11'), ('KTDZY0', 'F-20-13'), ('0LNUOV', 'F-16-13'), ('8N10W9', 'F-16-12')]","[227.0, 193.0, 163.0, 152.2, 133.0, 124.19999999999999, 124.19999999999999, 118.19999999999999, 115.39999999999999, 113.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
43107,99.19999999999999,"[('E5CISL', 'F-13-12'), ('05W6TK', 'F-21-11'), ('W25EZN', 'F-21-11'), ('CU53FM', 'F-19-13'), ('K3YA1X', 'F-19-12'), ('69L9MX', 'F-17-12'), ('EAJXUV', 'F-14-11'), ('V7JUQL', 'F-14-11')]","[213.39999999999998, 160.79999999999998, 154.79999999999998, 117.19999999999999, 105.19999999999999, 101.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999, 99.19999999999999]"
43105,90.6,"[('NJVZEL', 'F-14-12'), ('SVFO5S', 'F-14-12'), ('SMMRK3', 'F-20-12'), ('U95NWB', 'F-22-11'), ('KTDZY0', 'F-20-13'), ('0LNUOV', 'F-16-13'), ('K3YA1X', 'F-16-13'), ('XUZJ74', 'F-16-12'), ('8N10W9', 'F-16-12'), ('TNAHD4', 'F-16-11')]","[290.8, 250.19999999999993, 209.60000000000002, 200.2, 167.39999999999998, 137.39999999999998, 126.19999999999999, 99.19999999999999, 94.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6]"
43100,91.39999999999999,"[('YKQY4X', 'H-22-11'), ('SMMRK3', 'G-21-12'), ('F7LULH', 'G-21-11'), ('8N10W9', 'G-19-13'), ('8D9SAW', 'G-19-12'), ('ZRCYSH', 'G-19-11'), ('5HQR89', 'G-15-11'), ('5P2MVG', 'G-13-11')]","[243.59999999999997, 175.8, 150.59999999999997, 145.2, 129.2, 101.39999999999999, 101.39999999999999, 95.39999999999999, 97.39999999999999, 97.39999999999999, 95.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999]"
43097,105.19999999999999,"[('D05ZS7', 'F-14-11'), ('SMMRK3', 'F-14-11'), ('XUZJ74', 'F-16-12'), ('8N10W9', 'F-16-12'), ('0LNUOV', 'F-18-12'), ('KTDZY0', 'F-18-13'), ('0SJH1Z', 'F-18-13'), ('X31OGS', 'F-18-11'), ('I1KDJ0', 'F-14-13'), ('B24J86', 'E-13-12')]","[289.59999999999997, 257.59999999999997, 190.99999999999994, 222.60000000000002, 204.60000000000002, 176.0, 165.0, 161.0, 128.2, 115.39999999999999, 115.39999999999999, 108.6, 106.6, 106.6, 105.19999999999999, 105.19999999999999, 105.19999999999999, 105.19999999999999, 105.19999999999999, 105.19999999999999, 105.19999999999999, 105.19999999999999, 105.19999999999999, 105.19999999999999, 105.19999999999999, 105.19999999999999, 105.19999999999999, 105.19999999999999, 105.19999999999999, 105.19999999999999]"
43095,110.6,"[('I1KDJ0', 'E-16-12'), ('AKP0A7', 'E-20-11'), ('J3FI7N', 'E-22-11'), ('WRRW1W', 'E-22-12'), ('KTDZY0', 'E-22-12'), ('2T1DJM', 'E-22-12'), ('8N10W9', 'E-18-12'), ('56TC1Z', 'E-14-13')]","[231.39999999999998, 194.8, 159.79999999999995, 149.2, 144.2, 132.6, 118.6, 118.6, 112.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6, 110.6]"
43084,61.19999999999998,"[('8BSFSA', 'I-16-11'), ('HOUJQN', 'I-15-11')]","[61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998]"
43083,61.19999999999998,"[('8BSFSA', 'I-16-11'), ('HOUJQN', 'I-15-11')]","[61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998, 61.19999999999998]"
43082,53.19999999999998,"[('8BSFSA', 'I-16-11'), ('HOUJQN', 'G-13-12')]","[53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998]"
43080,53.19999999999998,"[('8BSFSA', 'I-16-11'), ('HOUJQN', 'G-13-12')]","[53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998, 53.19999999999998]"
43070,91.39999999999999,"[('AKP0A7', 'G-15-11'), ('8N10W9', 'G-17-12'), ('QTMT7N', 'G-19-11'), ('WRRW1W', 'H-24-12'), ('TB6WIP', 'H-24-11'), ('U95NWB', 'H-22-12'), ('Z8KPP8', 'H-20-12'), ('4E0KXI', 'H-14-11')]","[257.99999999999994, 209.2, 152.2, 160.79999999999995, 139.2, 139.79999999999998, 128.79999999999998, 109.79999999999998, 109.79999999999998, 105.99999999999999, 103.19999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999]"
43068,109.39999999999999,"[('I1KDJ0', 'G-21-11'), ('05W6TK', 'G-21-12'), ('QVFB0Q', 'G-21-12'), ('8D9SAW', 'G-21-13'), ('TNAHD4', 'G-23-13'), ('U95NWB', 'F-22-11'), ('2LPO6D', 'F-22-11'), ('WRRW1W', 'F-18-12'), ('2Z7ZEP', 'F-16-12'), ('8N10W9', 'F-16-12')]","[248.60000000000002, 248.60000000000002, 203.40000000000003, 203.40000000000003, 145.79999999999998, 135.79999999999998, 135.79999999999998, 126.19999999999999, 126.19999999999999, 126.19999999999999, 109.39999999999999, 113.39999999999999, 113.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
43066,88.6,"[('KTDZY0', 'G-17-13'), ('WGHG3L', 'G-19-11'), ('TNAHD4', 'G-23-13'), ('W25EZN', 'G-23-11'), ('1ENECA', 'G-21-11'), ('WRRW1W', 'G-19-13'), ('8N10W9', 'G-19-13'), ('8D9SAW', 'G-19-12'), ('IA7X1P', 'G-19-12'), ('56TC1Z', 'G-17-12')]","[298.79999999999995, 253.59999999999997, 218.60000000000002, 200.60000000000002, 167.0, 147.0, 123.39999999999999, 98.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6]"
43049,91.39999999999999,"[('WRRW1W', 'G-17-11'), ('KTDZY0', 'G-17-13'), ('J3FI7N', 'H-22-11'), ('TBCCF7', 'H-16-13'), ('WGHG3L', 'H-14-13'), ('UHYJ3A', 'H-14-13'), ('IA7X1P', 'H-14-13'), ('56TC1Z', 'H-14-12'), ('IJBSQT', 'H-14-12'), ('AX7BJ8', 'H-14-11')]","[291.4, 211.0, 211.0, 195.8, 177.39999999999998, 166.59999999999997, 153.79999999999998, 144.39999999999998, 123.19999999999999, 123.19999999999999, 97.39999999999999, 97.19999999999999, 97.19999999999999, 97.19999999999999, 93.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999]"
43044,90.6,"[('TNAHD4', 'F-13-13'), ('8D9SAW', 'F-17-12'), ('8N10W9', 'F-17-12'), ('J2URNJ', 'F-21-11'), ('32ZKOX', 'F-19-12'), ('KTDZY0', 'F-15-13'), ('AKP0A7', 'F-15-12'), ('WRRW1W', 'F-15-12'), ('UHYJ3A', 'F-13-12'), ('J3FI7N', 'F-13-12')]","[298.3999999999999, 246.99999999999994, 236.59999999999997, 220.39999999999998, 204.79999999999995, 172.79999999999995, 142.0, 110.6, 110.6, 96.6, 96.6, 92.6, 92.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6, 90.6]"
43014,80.6,"[('32ZKOX', 'F-20-11'), ('WRRW1W', 'F-18-12')]","[80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6, 80.6]"
43010,69.99999999999999,"[('I1KDJ0', 'I-08-13'), ('D05ZS7', 'I-18-12')]","[69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999, 69.99999999999999]"
43009,109.39999999999999,"[('7BU1V7', 'F-16-12'), ('05W6TK', 'F-24-12'), ('XUZJ74', 'H-22-13'), ('DGAONE', 'H-22-12'), ('I1KDJ0', 'H-20-13'), ('SMMRK3', 'H-18-12'), ('1D2ILZ', 'H-16-13'), ('2OAVPY', 'H-16-12'), ('I1X92B', 'H-14-13'), ('IA7X1P', 'H-14-13')]","[294.2, 264.0, 238.8, 194.39999999999998, 177.59999999999997, 169.0, 161.8, 150.0, 147.79999999999998, 127.99999999999999, 127.99999999999999, 121.39999999999999, 121.39999999999999, 113.39999999999999, 113.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
43008,109.39999999999999,"[('YKQY4X', 'F-17-11'), ('UU4A1K', 'F-19-13'), ('X31OGS', 'F-21-11'), ('RAUDQ6', 'F-21-11'), ('CD1NU9', 'F-21-12'), ('WH1BJI', 'F-23-12'), ('70EPUK', 'G-23-12'), ('8D9SAW', 'G-23-12'), ('JUUL5B', 'G-21-12'), ('QVFB0Q', 'G-15-11')]","[273.2, 235.40000000000003, 203.39999999999998, 197.39999999999998, 187.2, 167.79999999999998, 150.2, 140.2, 138.2, 126.19999999999999, 122.19999999999999, 117.39999999999999, 111.39999999999999, 111.39999999999999, 111.39999999999999, 111.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
