waveNumber,fitness,individual,history
42606,105.79999999999998,"[('8N10W9', 'F-17-12'), ('ZRCYSH', 'F-19-12'), ('56TC1Z', 'F-17-13'), ('K3YA1X', 'F-17-13'), ('LXJQVG', 'F-17-11'), ('XUZJ74', 'F-13-13'), ('V7JUQL', 'F-14-11'), ('SMMRK3', 'F-14-11'), ('Q50W5L', 'G-13-13'), ('U95NWB', 'G-13-11')]","[294.59999999999997, 283.0, 229.8, 207.59999999999997, 196.79999999999995, 139.79999999999998, 139.79999999999998, 139.79999999999998, 140.0, 125.79999999999998, 111.79999999999998, 111.79999999999998, 111.79999999999998, 111.79999999999998, 111.79999999999998, 107.79999999999998, 105.79999999999998, 105.79999999999998, 105.79999999999998, 105.79999999999998, 105.79999999999998, 105.79999999999998, 105.79999999999998, 105.79999999999998, 105.79999999999998, 105.79999999999998, 105.79999999999998, 105.79999999999998, 105.79999999999998, 105.79999999999998]"
42604,78.0,"[('05W6TK', 'H-06-13'), ('EAJXUV', 'I-17-11')]","[78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0]"
42597,54.599999999999994,"[('WRRW1W', 'G-17-11'), ('8N10W9', 'G-17-12')]","[54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994, 54.599999999999994]"
42594,138.6,"[('LXJQVG', 'D-14-12'), ('TNZ1OO', 'D-14-12'), ('WGHG3L', 'D-18-11'), ('8D9SAW', 'D-18-12'), ('AHR20O', 'D-22-11'), ('TB6WIP', 'D-22-13'), ('CD1NU9', 'D-24-12'), ('V7JUQL', 'D-16-11')]","[254.99999999999994, 217.8, 207.8, 180.0, 167.8, 158.2, 147.79999999999998, 143.79999999999998, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6, 138.6]"
42591,145.39999999999998,"[('Z8KPP8', 'D-16-12'), ('WGHG3L', 'D-16-13'), ('TNZ1OO', 'D-18-11'), ('6WT73N', 'D-20-12'), ('4E0KXI', 'E-24-12'), ('8N10W9', 'E-18-12'), ('I1KDJ0', 'E-16-12'), ('M67GNC', 'E-16-12'), ('ZRCYSH', 'E-14-13'), ('9KHDG3', 'E-14-11')]","[281.0, 267.40000000000003, 224.99999999999994, 197.39999999999998, 187.2, 187.2, 172.0, 166.0, 160.0, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998]"
42584,123.79999999999998,"[('8N10W9', 'E-18-12'), ('LXJQVG', 'E-18-12'), ('W25EZN', 'E-16-12'), ('7BU1V7', 'E-16-11'), ('6M2FJM', 'E-13-12'), ('SMMRK3', 'E-13-13'), ('8D9SAW', 'F-15-11'), ('KTDZY0', 'F-13-11')]","[251.0, 225.99999999999994, 179.39999999999998, 180.59999999999997, 155.79999999999998, 153.0, 134.2, 134.2, 127.79999999999998, 127.79999999999998, 127.39999999999999, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998, 123.79999999999998]"
42580,127.39999999999999,"[('IA7X1P', 'E-16-11'), ('RAUDQ6', 'E-18-13'), ('SWN7AU', 'E-22-12'), ('KTDZY0', 'E-22-12'), ('W25EZN', 'E-23-13'), ('QM2UH1', 'E-21-11'), ('HA0BOB', 'E-19-11'), ('5P2MVG', 'E-13-13'), ('AKP0A7', 'E-13-11'), ('NM6C73', 'E-13-11')]","[293.40000000000003, 264.2, 197.60000000000002, 195.0, 186.0, 172.0, 157.0, 146.0, 133.39999999999998, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999]"
42572,84.6,"[('2T1DJM', 'H-16-13'), ('8D9SAW', 'H-24-12'), ('I1KDJ0', 'H-24-12'), ('WRRW1W', 'H-24-12'), ('G8ASPE', 'H-24-12'), ('JEGRCL', 'H-24-11'), ('TB6WIP', 'H-24-11'), ('Z8KPP8', 'H-20-12')]","[233.8, 194.5, 129.79999999999998, 129.79999999999998, 95.39999999999999, 88.6, 88.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6]"
42569,49.39999999999999,"[('WRRW1W', 'I-05-13'), ('JEGRCL', 'I-07-13')]","[49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999, 49.39999999999999]"
42568,84.6,"[('AHR20O', 'H-20-12'), ('WRRW1W', 'H-24-12'), ('8D9SAW', 'H-24-12'), ('I1KDJ0', 'H-24-12'), ('TB6WIP', 'H-24-11'), ('G8ASPE', 'H-18-13'), ('2T1DJM', 'H-16-13'), ('JEGRCL', 'H-14-11')]","[212.99999999999994, 192.8, 163.8, 151.59999999999997, 140.2, 111.39999999999999, 100.6, 90.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6]"
42561,84.6,"[('G8ASPE', 'H-18-11'), ('AHR20O', 'H-20-12'), ('I1KDJ0', 'H-20-13'), ('JEGRCL', 'H-24-11'), ('WRRW1W', 'H-24-12'), ('8D9SAW', 'H-24-12'), ('2T1DJM', 'H-22-13'), ('Z8KPP8', 'H-22-12')]","[237.59999999999997, 216.79999999999995, 179.0, 151.2, 116.6, 102.19999999999999, 97.39999999999999, 88.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6, 84.6]"
42557,134.2,"[('G8ASPE', 'E-20-13'), ('RAUDQ6', 'E-22-13'), ('Q50W5L', 'E-24-13'), ('TNAHD4', 'E-23-12'), ('ZRCYSH', 'E-23-12'), ('AHR20O', 'E-23-12'), ('BLJLMQ', 'G-21-12'), ('37VA62', 'G-21-12'), ('8N10W9', 'G-19-13'), ('QTMT7N', 'G-19-11')]","[318.5999999999999, 260.4, 221.40000000000003, 221.40000000000003, 195.39999999999998, 183.8, 149.79999999999998, 149.79999999999998, 149.79999999999998, 147.0, 140.2, 137.0, 134.2, 134.2, 134.2, 134.2, 134.2, 134.2, 134.2, 134.2, 134.2, 134.2, 134.2, 134.2, 134.2, 134.2, 134.2, 134.2, 134.2, 134.2]"
42543,101.19999999999999,"[('F29V5I', 'F-15-13'), ('RAUDQ6', 'F-17-11'), ('KTDZY0', 'F-15-13'), ('AKP0A7', 'F-15-12'), ('J3FI7N', 'F-15-11'), ('1ENECA', 'F-14-13'), ('9KHDG3', 'F-18-12'), ('X31OGS', 'F-18-11')]","[197.59999999999997, 186.0, 125.39999999999999, 119.19999999999999, 107.19999999999999, 103.19999999999999, 103.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999]"
42542,88.6,"[('4E0KXI', 'G-21-13'), ('TBCCF7', 'G-23-13'), ('F29V5I', 'G-23-11'), ('05W6TK', 'G-21-12'), ('T3NVTG', 'G-19-12'), ('1ENECA', 'G-17-12'), ('6M2FJM', 'G-15-11'), ('G8ASPE', 'G-15-11')]","[191.2, 191.2, 163.59999999999997, 120.79999999999998, 102.79999999999998, 99.39999999999999, 91.39999999999999, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6, 88.6]"
42539,109.39999999999999,"[('0LNUOV', 'F-20-13'), ('W25EZN', 'F-24-11'), ('V7JUQL', 'H-24-13'), ('WRRW1W', 'H-24-12'), ('8D9SAW', 'H-24-12'), ('LXJQVG', 'H-22-13'), ('SMMRK3', 'H-22-11'), ('Z8KPP8', 'H-20-12'), ('PP9DNA', 'H-14-11'), ('JEGRCL', 'H-14-11')]","[314.0, 295.20000000000005, 244.0, 212.60000000000002, 168.59999999999997, 168.59999999999997, 158.39999999999998, 151.0, 124.99999999999999, 124.99999999999999, 124.99999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
42538,101.19999999999999,"[('8D9SAW', 'F-16-11'), ('U95NWB', 'F-22-12'), ('0LNUOV', 'F-20-13'), ('Z8KPP8', 'F-20-12'), ('AKP0A7', 'F-20-12'), ('8N10W9', 'F-16-12'), ('TNAHD4', 'F-16-11'), ('JEGRCL', 'H-14-11')]","[242.39999999999998, 207.39999999999998, 187.0, 153.0, 118.19999999999999, 118.19999999999999, 117.99999999999999, 109.39999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999, 101.19999999999999]"
42532,83.19999999999999,"[('8D9SAW', 'F-16-11'), ('TNAHD4', 'F-16-11'), ('DGAONE', 'F-16-12'), ('8N10W9', 'F-16-12'), ('AHR20O', 'G-15-12'), ('AKP0A7', 'G-15-11'), ('JEGRCL', 'G-13-13'), ('U95NWB', 'G-13-11')]","[227.39999999999998, 193.60000000000002, 164.39999999999998, 164.39999999999998, 134.39999999999998, 118.39999999999998, 101.79999999999998, 101.79999999999998, 97.19999999999999, 97.19999999999999, 91.19999999999999, 85.19999999999999, 91.19999999999999, 83.19999999999999, 83.19999999999999, 83.19999999999999, 83.19999999999999, 83.19999999999999, 83.19999999999999, 83.19999999999999, 83.19999999999999, 83.19999999999999, 83.19999999999999, 83.19999999999999, 83.19999999999999, 83.19999999999999, 83.19999999999999, 83.19999999999999, 83.19999999999999, 83.19999999999999]"
42527,109.39999999999999,"[('8N10W9', 'F-17-12'), ('Q50W5L', 'F-19-11'), ('G8ASPE', 'F-19-11'), ('05W6TK', 'F-21-11'), ('W25EZN', 'F-21-12'), ('I1KDJ0', 'H-24-12'), ('LXJQVG', 'H-22-13'), ('Z8KPP8', 'H-20-12')]","[263.6, 220.0, 194.8, 125.39999999999999, 125.39999999999999, 125.39999999999999, 115.39999999999999, 115.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
42514,90.80000000000001,"[('AHR20O', 'K-07-13'), ('Q50W5L', 'K-08-13')]","[90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001, 90.80000000000001]"
42513,70.6,"[('8D9SAW', 'F-15-11'), ('LXJQVG', 'F-17-11')]","[70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6, 70.6]"
42512,91.39999999999998,"[('LXJQVG', 'J-22-11'), ('6M2FJM', 'I-22-11')]","[91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998, 91.39999999999998]"
42507,109.39999999999999,"[('32ZKOX', 'F-13-12'), ('AHR20O', 'F-13-13'), ('KZ5VR3', 'F-23-12'), ('SMMRK3', 'G-21-12'), ('WRRW1W', 'G-17-11'), ('AX7BJ8', 'G-13-13'), ('IA7X1P', 'G-13-12'), ('Y813MQ', 'G-13-11')]","[231.79999999999995, 206.0, 160.8, 159.39999999999998, 142.79999999999998, 117.99999999999999, 117.99999999999999, 117.19999999999999, 113.39999999999999, 113.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999, 109.39999999999999]"
42505,91.39999999999999,"[('800OVF', 'H-20-12'), ('AHR20O', 'H-20-12'), ('XUZJ74', 'H-22-13'), ('O7AXAK', 'H-22-13'), ('LXJQVG', 'H-22-13'), ('WRRW1W', 'H-24-12'), ('6M2FJM', 'H-24-13'), ('TBCCF7', 'G-23-13'), ('SMMRK3', 'G-21-12'), ('QVFB0Q', 'G-21-12')]","[326.00000000000006, 272.79999999999995, 247.59999999999997, 204.59999999999997, 192.59999999999997, 157.39999999999998, 145.0, 117.79999999999998, 110.99999999999999, 97.39999999999999, 94.19999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999]"
42503,103.79999999999998,"[('SMMRK3', 'F-14-11'), ('TNAHD4', 'F-13-13'), ('8N10W9', 'F-17-12'), ('XUZJ74', 'F-17-12'), ('2LPO6D', 'F-17-13'), ('AKP0A7', 'G-15-11'), ('QVFB0Q', 'G-15-11'), ('U95NWB', 'G-13-11')]","[241.59999999999997, 192.59999999999997, 185.59999999999997, 141.79999999999998, 141.79999999999998, 139.79999999999998, 127.19999999999999, 111.19999999999999, 111.19999999999999, 111.19999999999999, 111.19999999999999, 111.19999999999999, 109.39999999999999, 105.79999999999998, 103.79999999999998, 103.79999999999998, 103.79999999999998, 103.79999999999998, 103.79999999999998, 103.79999999999998, 103.79999999999998, 103.79999999999998, 103.79999999999998, 103.79999999999998, 103.79999999999998, 103.79999999999998, 103.79999999999998, 103.79999999999998, 103.79999999999998, 103.79999999999998]"
42494,92.6,"[('8N10W9', 'F-16-12'), ('EUMBM7', 'F-16-13'), ('KTDZY0', 'F-18-13'), ('AKP0A7', 'F-20-12'), ('T3NVTG', 'F-20-12'), ('05W6TK', 'F-20-13'), ('ZGYCSW', 'F-22-12'), ('UHYJ3A', 'F-20-13'), ('WRRW1W', 'F-18-12'), ('AHR20O', 'F-18-11')]","[273.40000000000003, 271.99999999999994, 249.8, 183.8, 149.2, 149.2, 108.6, 108.6, 104.6, 96.6, 92.6, 92.6, 92.6, 92.6, 92.6, 92.6, 92.6, 92.6, 92.6, 92.6, 92.6, 92.6, 92.6, 92.6, 92.6, 92.6, 92.6, 92.6, 92.6, 92.6]"
42493,112.19999999999999,"[('ZGYCSW', 'F-19-11'), ('J2URNJ', 'F-21-11'), ('05W6TK', 'F-21-11'), ('W25EZN', 'F-21-12'), ('WRRW1W', 'F-21-13'), ('02MRUH', 'F-24-13'), ('6M2FJM', 'H-24-13'), ('LXJQVG', 'H-22-13'), ('T3NVTG', 'H-22-11'), ('AHR20O', 'H-20-12')]","[330.3, 282.59999999999997, 269.6, 225.39999999999998, 212.3, 187.8, 173.0, 149.0, 140.70000000000002, 120.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999, 112.19999999999999]"
42491,56.8,"[('ZRCYSH', 'J-10-12'), ('2OAVPY', 'J-09-13')]","[56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8, 56.8]"
42482,111.99999999999999,"[('32ZKOX', 'M-18-11'), ('G8ASPE', 'L-10-13')]","[111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999, 111.99999999999999]"
42480,127.39999999999999,"[('800OVF', 'E-13-11'), ('6M2FJM', 'E-13-12'), ('SMMRK3', 'E-13-13'), ('G8ASPE', 'E-17-11'), ('8D9SAW', 'E-23-11'), ('AB9XBU', 'E-22-13'), ('7BU1V7', 'E-18-13'), ('8N10W9', 'E-18-12'), ('YE890X', 'E-18-11'), ('FQ53YY', 'E-14-12')]","[338.8, 270.8, 266.0, 223.39999999999998, 201.59999999999997, 190.79999999999995, 175.0, 139.39999999999998, 137.39999999999998, 129.39999999999998, 129.39999999999998, 129.39999999999998, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999]"
42479,97.79999999999998,"[('SMMRK3', 'F-14-11'), ('8N10W9', 'F-16-12'), ('6M2FJM', 'F-16-12'), ('800OVF', 'F-15-12'), ('UNPPMJ', 'F-15-13'), ('AKP0A7', 'F-15-12'), ('8D9SAW', 'F-15-11'), ('JHSQHS', 'F-13-11'), ('AB9XBU', 'H-14-12'), ('JEGRCL', 'H-14-11')]","[282.99999999999994, 270.79999999999995, 256.90000000000003, 216.0, 193.79999999999995, 182.59999999999997, 163.99999999999994, 142.39999999999998, 142.39999999999998, 136.39999999999998, 114.39999999999998, 109.79999999999998, 105.79999999999998, 97.79999999999998, 97.79999999999998, 97.79999999999998, 97.79999999999998, 97.79999999999998, 97.79999999999998, 97.79999999999998, 97.79999999999998, 97.79999999999998, 97.79999999999998, 97.79999999999998, 97.79999999999998, 97.79999999999998, 97.79999999999998, 97.79999999999998, 97.79999999999998, 97.79999999999998]"
42476,127.39999999999999,"[('8E9F1P', 'E-14-11'), ('32ZKOX', 'E-18-12'), ('V6K6JX', 'E-20-13'), ('CD1NU9', 'E-17-13'), ('G8ASPE', 'E-17-12'), ('TBCCF7', 'E-17-12'), ('LXJQVG', 'E-17-11'), ('DGAONE', 'E-15-12'), ('I1KDJ0', 'E-15-11'), ('9S4AF8', 'E-13-12')]","[327.0, 263.8, 238.8, 227.99999999999994, 203.39999999999998, 178.79999999999995, 176.0, 170.0, 147.39999999999998, 141.2, 137.2, 135.2, 129.39999999999998, 129.39999999999998, 129.39999999999998, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999, 127.39999999999999]"
42474,145.39999999999998,"[('SMMRK3', 'D-14-11'), ('WGHG3L', 'D-16-13'), ('IA7X1P', 'D-18-13'), ('LXJQVG', 'D-20-11'), ('ZGYCSW', 'D-24-11'), ('7BU1V7', 'D-24-12'), ('32ZKOX', 'D-24-12'), ('9S4AF8', 'D-24-12'), ('2Z7ZEP', 'E-23-13'), ('W25EZN', 'E-23-13')]","[283.0, 275.0, 249.40000000000003, 209.8, 207.40000000000003, 190.8, 190.2, 170.8, 166.0, 150.2, 149.39999999999998, 147.39999999999998, 147.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998, 145.39999999999998]"
42471,78.0,"[('SMMRK3', 'H-16-11'), ('8N10W9', 'H-04-13')]","[78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0]"
42469,106.6,"[('WH1BJI', 'F-17-13'), ('69L9MX', 'F-21-11'), ('05W6TK', 'F-21-11'), ('SMMRK3', 'F-21-12'), ('ADT9MG', 'F-21-13'), ('5MNTT7', 'F-23-11'), ('JEGRCL', 'F-23-13'), ('YE890X', 'F-23-13'), ('RUUOCB', 'F-15-11'), ('M67GNC', 'F-13-13')]","[275.2, 229.8, 220.60000000000002, 188.60000000000002, 169.2, 143.59999999999997, 143.59999999999997, 131.59999999999997, 128.2, 119.19999999999999, 115.39999999999999, 108.6, 108.6, 106.6, 106.6, 106.6, 106.6, 106.6, 106.6, 106.6, 106.6, 106.6, 106.6, 106.6, 106.6, 106.6, 106.6, 106.6, 106.6, 106.6]"
42468,137.0,"[('ADT9MG', 'E-16-12'), ('LXJQVG', 'E-18-12'), ('8N10W9', 'E-18-12'), ('7BU1V7', 'E-18-13'), ('O7AXAK', 'F-24-12'), ('YE890X', 'F-23-13'), ('SMMRK3', 'G-21-12'), ('5MNTT7', 'G-19-13'), ('6M2FJM', 'G-15-11'), ('G8ASPE', 'G-15-11')]","[305.40000000000003, 269.2, 264.20000000000005, 217.2, 217.2, 170.59999999999997, 170.59999999999997, 170.59999999999997, 165.59999999999997, 162.0, 143.0, 143.0, 142.79999999999998, 137.0, 137.0, 137.0, 137.0, 137.0, 137.0, 137.0, 137.0, 137.0, 137.0, 137.0, 137.0, 137.0, 137.0, 137.0, 137.0, 137.0]"
42456,89.19999999999999,"[('8N10W9', 'F-16-12'), ('05W6TK', 'F-18-11'), ('8E9F1P', 'F-16-11'), ('ZRCYSH', 'F-16-11'), ('2OAVPY', 'H-14-13'), ('ZGYCSW', 'H-16-11'), ('SMMRK3', 'H-16-11'), ('56TC1Z', 'H-14-12')]","[227.59999999999997, 218.39999999999998, 149.59999999999997, 134.2, 111.39999999999999, 91.79999999999998, 91.79999999999998, 91.79999999999998, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999, 89.19999999999999]"
42455,91.39999999999999,"[('XUZJ74', 'G-13-12'), ('AKP0A7', 'G-15-11'), ('IA7X1P', 'G-15-13'), ('8N10W9', 'G-19-13'), ('8E9F1P', 'H-24-13'), ('KZ5VR3', 'H-22-12'), ('2T1DJM', 'H-16-13'), ('SMMRK3', 'H-16-11'), ('2OAVPY', 'H-14-13'), ('U95NWB', 'H-14-11')]","[305.40000000000003, 231.39999999999998, 204.39999999999998, 166.39999999999998, 170.2, 136.79999999999998, 117.99999999999999, 105.39999999999999, 107.39999999999999, 103.39999999999999, 101.39999999999999, 99.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999, 91.39999999999999]"
